$Info: Start...
Info: get 10000 brown.words
Info: annotate pos_tag (10000 tokens)
Info: convert to pyrata format 
Info: control pyrata cpu time and memory usage
Info: end.
         5803160 function calls (5744724 primitive calls) in 11.093 seconds

   Ordered by: cumulative time

   ncalls  tottime  percall  cumtime  percall filename:lineno(function)
       36    0.000    0.000    0.000    0.000 typing.py:120(_type_check)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:93(_add_aliases)
       67    0.000    0.000    0.000    0.000 util.py:524(<lambda>)
        1    0.000    0.000    0.000    0.000 stack_decoder.py:9(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:802(__getitem__)
        1    0.000    0.000    0.000    0.000 ctx_iv.py:324(_init_builtins)
        1    0.000    0.000    0.000    0.000 nombank.py:9(<module>)
      865    0.000    0.000    0.000    0.000 {method 'lstrip' of 'str' objects}
        2    0.000    0.000    0.000    0.000 decorators.py:1(<module>)
     1014    0.000    0.000    0.000    0.000 {built-in method builtins.chr}
        6    0.000    0.000    0.000    0.000 numeric.py:2521(extend_all)
        1    0.000    0.000    0.000    0.000 facts.py:300(rules_alpha)
        3    0.000    0.000    0.000    0.000 linecache.py:37(getlines)
        1    0.000    0.000    0.000    0.000 subprocess.py:1(<module>)
        1    0.000    0.000    0.000    0.000 locks.py:1(<module>)
        4    0.000    0.000    0.000    0.000 _regex_core.py:1884(get_required_string)
        1    0.000    0.000    0.000    0.000 nkjp.py:8(<module>)
      133    0.000    0.000    0.000    0.000 {built-in method builtins.repr}
       40    0.000    0.000    0.000    0.000 _regex_core.py:2482(_compile)
       37    0.000    0.000    0.000    0.000 symbol.py:229(_sanitize)
        1    0.000    0.000    0.000    0.000 ibm2.py:9(<module>)
      122    0.000    0.000    0.000    0.000 _regex_core.py:2807(__init__)
       66    0.000    0.000    0.000    0.000 lex.py:533(_statetoken)
        1    0.000    0.000    0.000    0.000 single.py:49(SingleODEProblem)
        1    0.000    0.000    0.000    0.000 streams.py:1(<module>)
        1    0.000    0.000    0.000    0.000 aline.py:10(<module>)
      5/2    0.000    0.000    0.000    0.000 _regex_core.py:2388(max_width)
      223    0.000    0.000    0.000    0.000 numbers.py:2282(__hash__)
        1    0.000    0.000    0.000    0.000 resolution.py:9(<module>)
        1    0.000    0.000    0.000    0.000 _regex_core.py:2959(get_firstset)
        1    0.000    0.000    0.000    0.000 _type_aliases.py:73(_add_types)
       21    0.000    0.000    0.000    0.000 enum.py:484(_check_for_existing_members)
    61/48    0.000    0.000    0.000    0.000 _regex_core.py:2821(pack_characters)
       40    0.000    0.000    0.000    0.000 grammar.py:412(__init__)
        4    0.000    0.000    0.000    0.000 {built-in method _imp.create_builtin}
        1    0.000    0.000    0.000    0.000 prover9.py:9(<module>)
      143    0.000    0.000    0.000    0.000 compatibility.py:247(as_int)
        1    0.000    0.000    0.000    0.000 sparse.py:1(<module>)
       12    0.000    0.000    0.000    0.000 datetime.py:488(__new__)
        1    0.000    0.000    0.000    0.000 api.py:8(<module>)
        1    0.000    0.000    0.000    0.000 simple.py:9(<module>)
       30    0.000    0.000    0.000    0.000 sre_parse.py:258(getwhile)
       43    0.000    0.000    0.000    0.000 os.py:670(__getitem__)
       30    0.000    0.000    0.000    0.000 getlimits.py:25(_fr1)
    32/22    0.000    0.000    0.000    0.000 _regex_core.py:2389(<genexpr>)
       30    0.000    0.000    0.000    0.000 _regex_core.py:4154(expect)
        1    0.000    0.000    0.000    0.000 tasks.py:1(<module>)
        7    0.000    0.000    0.000    0.000 gaussiandomains.py:20(__init__)
        7    0.000    0.000    0.000    0.000 _regex_core.py:1598(standardise_name)
      255    0.000    0.000    0.000    0.000 dispatcher.py:204(<genexpr>)
       11    0.000    0.000    0.000    0.000 decorators.py:22(deprecated_decorator)
       14    0.000    0.000    0.000    0.000 data.py:1191(close)
        1    0.000    0.000    0.000    0.000 transforms.py:1260(InverseLaplaceTransform)
        1    0.000    0.000    0.000    0.000 symbol.py:361(Dummy)
      310    0.000    0.000    0.000    0.000 {built-in method unicodedata.lookup}
        1    0.000    0.000    0.000    0.000 downloader.py:1287(DownloaderGUI)
        1    0.000    0.000    0.000    0.000 ssl.py:223(_TLSMessageType)
      101    0.000    0.000    0.000    0.000 _regex_core.py:1812(make_sequence)
        1    0.000    0.000    0.000    0.000 treebank.py:25(TreebankWordTokenizer)
        1    0.000    0.000    0.000    0.000 os.py:42(_get_exports_list)
      760    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:1400(<genexpr>)
        2    0.000    0.000    0.000    0.000 _regex_core.py:3000(get_required_string)
        1    0.000    0.000    0.000    0.000 symbol.py:183(Symbol)
    22/16    0.000    0.000    0.000    0.000 _regex_core.py:3557(max_width)
        1    0.000    0.000    0.000    0.000 fancysets.py:258(__new__)
        1    0.000    0.000    0.000    0.000 zetazeros.py:1(<module>)
        3    0.000    0.000    0.000    0.000 typing.py:818(__getitem_inner__)
        8    0.000    0.000    0.000    0.000 _regex_core.py:341(_flatten_code)
       65    0.000    0.000    0.000    0.000 typing.py:172(_collect_type_vars)
        1    0.000    0.000    0.000    0.000 sexpr.py:9(<module>)
        1    0.000    0.000    0.000    0.000 linecache.py:82(updatecache)
       37    0.000    0.000    0.000    0.000 facts.py:433(<setcomp>)
        1    0.000    0.000    0.000    0.000 sets.py:917(__new__)
       14    0.000    0.000    0.000    0.000 domain.py:409(convert)
        1    0.000    0.000    0.000    0.000 tableau.py:43(TableauProver)
      714    0.000    0.000    0.000    0.000 conflict.py:63(<lambda>)
        1    0.000    0.000    0.000    0.000 logic.py:1(<module>)
      165    0.000    0.000    0.000    0.000 grammar.py:125(__eq__)
        1    0.000    0.000    0.000    0.000 dependency.py:10(<module>)
        1    0.000    0.000    0.000    0.000 _iotools.py:1(<module>)
      892    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:774(create_module)
        1    0.000    0.000    0.000    0.000 fu.py:1(<module>)
       65    0.000    0.000    0.000    0.000 lexicon.py:154(nextCategory)
        1    0.000    0.000    0.000    0.000 stanford.py:10(<module>)
      231    0.000    0.000    0.000    0.000 {method 'values' of 'mappingproxy' objects}
        5    0.000    0.000    0.000    0.000 enum.py:911(<listcomp>)
        1    0.000    0.000    0.000    0.000 records.py:1(<module>)
        1    0.000    0.000    0.000    0.000 numbers.py:1499(Rational)
        2    0.000    0.000    0.000    0.000 util.py:543(invert_graph)
       28    0.000    0.000    0.000    0.000 lex.py:305(token)
        3    0.000    0.000    0.000    0.000 yacc.py:288(__init__)
        1    0.000    0.000    0.000    0.000 transports.py:1(<module>)
      714    0.000    0.000    0.000    0.000 {method 'remove' of 'set' objects}
       23    0.000    0.000    0.000    0.000 _regex_core.py:1050(parse_flags)
        1    0.000    0.000    0.000    0.000 timeit.py:3(<module>)
       26    0.000    0.000    0.000    0.000 _collections_abc.py:657(get)
     60/5    0.000    0.000    0.000    0.000 _regex_core.py:3370(fix_groups)
        1    0.000    0.000    0.000    0.000 decorators.py:163(decorator)
        1    0.000    0.000    0.000    0.000 opcode.py:37(<listcomp>)
        4    0.000    0.000    0.000    0.000 typing.py:878(__class_getitem__)
       61    0.000    0.000    0.000    0.000 _regex_core.py:524(parse_quantifier)
        1    0.000    0.000    0.000    0.000 pathlib.py:1024(Path)
        1    0.000    0.000    0.000    0.000 ascii.py:1(<module>)
        1    0.000    0.000    0.000    0.000 decorators.py:108(update_wrapper)
      320    0.000    0.000    0.000    0.000 overrides.py:145(array_function_dispatch)
       16    0.000    0.000    0.000    0.000 numbers.py:2246(__gt__)
        1    0.000    0.000    0.000    0.000 gzip.py:1(<module>)
        3    0.000    0.000    0.000    0.000 yacc.py:315(set_defaulted_states)
        1    0.000    0.000    0.000    0.000 core.py:6436(__new__)
      131    0.000    0.000    0.000    0.000 _regex_core.py:3363(__init__)
        1    0.000    0.000    0.000    0.000 rootisolation.py:1(<module>)
      535    0.000    0.000    0.000    0.000 {built-in method builtins.callable}
        1    0.000    0.000    0.000    0.000 decorators.py:43(getinfo)
        1    0.000    0.000    0.000    0.000 wordlist.py:9(<module>)
        1    0.000    0.000    0.000    0.000 categorized_sents.py:8(<module>)
      221    0.000    0.000    0.000    0.000 {method 'replace' of 'str' objects}
        1    0.000    0.000    0.000    0.000 polyclasses.py:144(DMP)
      847    0.000    0.000    0.000    0.000 {method 'pop' of 'set' objects}
        1    0.000    0.000    0.000    0.000 constants.py:24(_SendfileMode)
      256    0.000    0.000    0.000    0.000 libintmath.py:62(python_trailing)
        1    0.000    0.000    0.000    0.000 hmm.py:13(<module>)
      335    0.000    0.000    0.000    0.000 {method 'items' of 'mappingproxy' objects}
      305    0.000    0.000    0.000    0.000 {built-in method numpy.core._multiarray_umath.add_docstring}
        2    0.000    0.000    0.000    0.000 power.py:270(__new__)
        1    0.000    0.000    0.000    0.000 arraypad.py:1(<module>)
       16    0.000    0.000    0.000    0.000 _type_aliases.py:57(bitname)
        1    0.000    0.000    0.000    0.000 printer.py:1(<module>)
        2    0.000    0.000    0.000    0.000 re.py:325(_subx)
       16    0.000    0.000    0.000    0.000 symbol.py:309(_hashable_content)
        1    0.000    0.000    0.000    0.000 quoprimime.py:55(<listcomp>)
      129    0.000    0.000    0.000    0.000 types.py:171(__get__)
        3    0.000    0.000    0.000    0.000 {method 'union' of 'set' objects}
   107/77    0.000    0.000    0.000    0.000 _regex_core.py:3558(<genexpr>)
       59    0.000    0.000    0.000    0.000 __init__.py:21(__new__)
        1    0.000    0.000    0.000    0.000 isri.py:11(<module>)
        1    0.000    0.000    0.000    0.000 ask_generated.py:1(<module>)
        1    0.000    0.000    0.000    0.000 expressiondomain.py:1(<module>)
        6    0.000    0.000    0.000    0.000 memoization.py:12(decorator)
        2    0.000    0.000    0.000    0.000 re.py:315(_compile_repl)
        1    0.000    0.000    0.000    0.000 ibm5.py:9(<module>)
        2    0.000    0.000    0.000    0.000 senna.py:9(<module>)
        1    0.000    0.000    0.000    0.000 conll.py:9(<module>)
      5/4    0.000    0.000    0.000    0.000 _regex_core.py:2934(fix_groups)
        1    0.000    0.000    0.000    0.000 sexpr.py:79(__init__)
        1    0.000    0.000    0.000    0.000 pretty.py:29(PrettyPrinter)
      8/2    0.000    0.000    0.000    0.000 _regex_core.py:2007(fix_groups)
        1    0.000    0.000    0.000    0.000 queues.py:1(<module>)
      522    0.000    0.000    0.000    0.000 inspect.py:2845(parameters)
        1    0.000    0.000    0.000    0.000 cnf.py:1(<module>)
       41    0.000    0.000    0.000    0.000 _regex_core.py:2336(_flush_set_members)
        1    0.000    0.000    0.000    0.000 _compat_pickle.py:9(<module>)
        1    0.000    0.000    0.000    0.000 nonprojectivedependencyparser.py:10(<module>)
        1    0.000    0.000    0.000    0.000 data.py:857(_open)
        2    0.000    0.000    0.000    0.000 sre_parse.py:969(parse_template)
        1    0.000    0.000    0.000    0.000 orderings.py:1(<module>)
        1    0.000    0.000    0.000    0.000 gaussiandomains.py:467(GaussianRationalField)
        8    0.000    0.000    0.000    0.000 _regex_core.py:2115(_split_common_prefix)
        1    0.000    0.000    0.000    0.000 rust.py:1(<module>)
       23    0.000    0.000    0.000    0.000 sre_parse.py:861(_parse_flags)
        6    0.000    0.000    0.000    0.000 ctx_iv.py:413(convert)
        1    0.000    0.000    0.000    0.000 ieer.py:9(<module>)
        1    0.000    0.000    0.000    0.000 qs.py:1(<module>)
        5    0.000    0.000    0.000    0.000 {built-in method regex._regex.compile}
        1    0.000    0.000    0.000    0.000 _string_helpers.py:1(<module>)
        1    0.000    0.000    0.000    0.000 traceback.py:227(FrameSummary)
        1    0.000    0.000    0.000    0.000 lfg.py:9(<module>)
        1    0.000    0.000    0.000    0.000 polyoptions.py:185(_init_dependencies_order)
       48    0.000    0.000    0.000    0.000 pretty_symbology.py:97(<lambda>)
        1    0.000    0.000    0.000    0.000 fields.py:1(<module>)
        2    0.000    0.000    0.000    0.000 mpelements.py:47(__init__)
      375    0.000    0.000    0.000    0.000 __init__.py:385(<genexpr>)
        1    0.000    0.000    0.000    0.000 _polybase.py:1(<module>)
        1    0.000    0.000    0.000    0.000 hermite.py:1(<module>)
       48    0.000    0.000    0.000    0.000 pretty_symbology.py:98(<lambda>)
       15    0.000    0.000    0.000    0.000 {method 'close' of '_io.BufferedReader' objects}
        3    0.000    0.000    0.000    0.000 lexer.py:242(storeLexTokenList)
        1    0.000    0.000    0.000    0.000 handler.py:1(<module>)
        7    0.000    0.000    0.000    0.000 _regex_core.py:1577(numeric_to_rational)
        1    0.000    0.000    0.000    0.000 libelefun.py:1(<module>)
      148    0.000    0.000    0.000    0.000 {method 'setdefault' of 'dict' objects}
        1    0.000    0.000    0.000    0.000 common.py:2570(MatrixArithmetic)
        1    0.000    0.000    0.000    0.000 base_subprocess.py:1(<module>)
      465    0.000    0.000    0.000    0.000 logic.py:421(arg)
      122    0.000    0.000    0.000    0.000 ssl.py:149(<lambda>)
       19    0.000    0.000    0.000    0.000 os.py:766(getenv)
       14    0.000    0.000    0.000    0.000 grammar.py:685(<genexpr>)
       25    0.000    0.000    0.000    0.000 pretty_symbology.py:106(<genexpr>)
      101    0.000    0.000    0.000    0.000 functools.py:487(lru_cache)
       22    0.000    0.000    0.000    0.000 facts.py:343(<listcomp>)
        7    0.000    0.000    0.000    0.000 decorator.py:162(depends_on_deco)
        1    0.000    0.000    0.000    0.000 function.py:1053(Derivative)
        1    0.000    0.000    0.000    0.000 regexp.py:75(RegexpTokenizer)
      143    0.000    0.000    0.000    0.000 <frozen importlib._bootstrap_external>:554(_validate_hash_pyc)
        1    0.000    0.000    0.000    0.000 parsetab.py:5(<module>)
      501    0.000    0.000    0.000    0.000 util.py:443(<genexpr>)
       34    0.000    0.000    0.000    0.000 libmpf.py:950(mpf_div)
        8    0.000    0.000    0.000    0.000 core.py:8096(__init__)
        1    0.000    0.000    0.000    0.000 util.py:850(AccumulationBounds)
        1    0.000    0.000    0.000    0.000 chebyshev.py:1(<module>)
       13    0.000    0.000    0.000    0.000 _regex_core.py:3594(get_firstset)
       12    0.000    0.000    0.000    0.000 polytools.py:60(_polifyit)
        3    0.000    0.000    0.000    0.000 inspect.py:692(getsourcefile)
